customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0595-itudf,male,0,Yes,Yes,64,Yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,Yes,electronic check,91.8,5960.5,No
6996-knsml,female,0,No,No,1,Yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,Yes,electronic check,74.9,74.9,Yes
1955-ibmmb,male,0,No,No,59,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,Yes,bank transfer (automatic),20.2,1192.3,No
0096-bxers,female,0,Yes,No,6,Yes,yes,dsl,no,no,no,no,no,no,month-to-month,No,electronic check,50.35,314.55,No
3806-yazov,female,0,No,No,3,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,18.8,56,No
7998-zlxwn,female,0,Yes,No,15,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,credit card (automatic),20.45,330.8,No
6253-wrfhy,male,0,Yes,Yes,13,Yes,no,dsl,no,no,no,no,yes,yes,one year,Yes,electronic check,64.75,877.35,No
9133-ayjzg,female,0,No,No,23,Yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,Yes,credit card (automatic),98.7,2249.1,No
2675-otvvj,male,1,Yes,No,31,Yes,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,No,electronic check,89.45,2807.65,No
8680-cgltp,male,0,No,No,29,Yes,no,dsl,yes,yes,no,yes,no,no,one year,Yes,electronic check,58.75,1696.2,No
8430-twcbx,female,0,Yes,No,49,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,credit card (automatic),20.7,1032.05,No
5018-gwuro,female,0,Yes,No,56,Yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,Yes,bank transfer (automatic),85.6,4902.8,No
6741-qrlup,female,0,No,No,63,Yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,Yes,credit card (automatic),80.3,4995.35,No
4737-hobax,male,0,Yes,No,63,Yes,yes,dsl,no,no,yes,yes,yes,yes,two year,No,credit card (automatic),79.8,5034.05,No
0537-qyzzn,male,1,Yes,Yes,24,Yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,Yes,electronic check,79.85,1857.75,No
3340-qbbfm,male,1,Yes,No,36,Yes,no,dsl,no,no,yes,yes,no,no,one year,No,credit card (automatic),54.1,1992.85,No
1704-nrwye,female,1,No,No,9,Yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,Yes,electronic check,80.85,751.65,Yes
2592-seifq,male,0,No,No,3,No,no phone service,dsl,no,no,no,no,no,no,month-to-month,No,electronic check,24.75,66.95,Yes
8200-klnyw,female,0,Yes,No,21,Yes,no,dsl,yes,no,yes,yes,yes,yes,one year,No,mailed check,80.9,1714.95,No
3372-cdxfj,male,0,Yes,Yes,13,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,bank transfer (automatic),24.5,343.6,No
4781-zxygu,male,0,Yes,Yes,1,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,Yes,bank transfer (automatic),20.15,20.15,No
7632-yutxb,female,0,Yes,Yes,25,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,mailed check,20.05,520.1,No
2718-yskcs,male,0,Yes,Yes,71,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,Yes,bank transfer (automatic),19.6,1387.45,No
9896-uymie,male,0,No,No,66,Yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,Yes,bank transfer (automatic),114.3,7383.7,No
0853-nwifk,female,0,No,No,45,Yes,no,fiber optic,yes,yes,no,no,yes,yes,one year,Yes,electronic check,100.3,4483.95,No
8212-crqxp,female,0,Yes,No,22,Yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,Yes,credit card (automatic),80,1706.45,No
6980-cdgfc,female,0,Yes,No,67,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,Yes,bank transfer (automatic),20.85,1327.4,No
7691-xvtzh,female,0,Yes,No,68,Yes,yes,fiber optic,no,no,yes,no,yes,no,two year,Yes,bank transfer (automatic),89.95,5974.3,No
2520-sgtta,female,0,Yes,Yes,0,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,20,1397.475,No
7481-atqqs,female,1,No,No,49,Yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,Yes,credit card (automatic),90.85,4515.85,Yes
2277-vwcni,female,1,No,No,4,Yes,yes,dsl,no,no,no,no,no,no,month-to-month,No,mailed check,48.75,179.85,No
1088-cnnkb,male,0,Yes,No,63,Yes,yes,dsl,yes,yes,yes,yes,no,yes,one year,No,credit card (automatic),80,5040.2,No
8642-gvwrf,female,0,Yes,No,2,Yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,No,bank transfer (automatic),79.7,165,Yes
1930-bzlhi,male,0,No,No,21,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,Yes,mailed check,20.35,422.7,No
3400-esfuw,male,0,Yes,Yes,55,Yes,no,dsl,yes,yes,no,yes,no,no,two year,No,bank transfer (automatic),57.55,3046.4,Yes
5868-ytyks,male,0,No,Yes,1,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,Yes,mailed check,20.25,20.25,No
3525-dvkfn,female,0,No,No,17,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,19.4,358.05,No
1482-oxzsy,male,0,No,No,30,Yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,Yes,bank transfer (automatic),100.4,2936.25,No
0377-jbkkt,male,0,Yes,Yes,22,Yes,no,dsl,yes,yes,no,yes,no,no,month-to-month,Yes,mailed check,57.95,1271.8,No
5778-bvofb,female,0,No,No,9,Yes,no,dsl,no,no,no,yes,yes,no,month-to-month,Yes,bank transfer (automatic),59.5,530.05,No
3373-yzzym,male,0,Yes,Yes,1,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,19.2,19.2,No
2057-zblpd,female,0,Yes,No,21,Yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,Yes,electronic check,86.5,1808.7,Yes
0228-mauwc,male,0,No,No,19,Yes,yes,dsl,no,no,yes,yes,no,no,month-to-month,No,electronic check,59.55,1144.6,No
5502-rluyv,female,0,Yes,Yes,69,Yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,Yes,electronic check,103.95,7446.9,Yes
0023-hghwl,male,1,No,No,1,No,no phone service,dsl,no,no,no,no,no,no,month-to-month,Yes,electronic check,25.1,25.1,Yes
7663-yjhsn,female,0,Yes,No,72,Yes,yes,fiber optic,yes,yes,yes,yes,yes,no,two year,Yes,bank transfer (automatic),103.95,7556.9,No
4915-bfsxl,male,0,Yes,Yes,70,Yes,yes,dsl,yes,no,yes,no,yes,no,two year,No,credit card (automatic),68.95,4858.7,No
3086-rucrn,female,0,No,No,66,Yes,yes,fiber optic,yes,yes,yes,yes,no,yes,month-to-month,Yes,bank transfer (automatic),103.1,6595,No
5215-lnldj,female,0,Yes,Yes,7,No,no phone service,dsl,no,no,no,no,no,no,month-to-month,Yes,electronic check,24.7,149.05,No
7576-jmywv,female,1,Yes,Yes,46,Yes,yes,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,Yes,electronic check,110.2,4972.1,No
9039-rbeee,male,0,No,No,39,No,no phone service,dsl,yes,yes,no,yes,yes,no,month-to-month,Yes,credit card (automatic),48.95,1880.85,Yes
0257-kxzgu,female,0,Yes,Yes,32,Yes,yes,dsl,no,yes,yes,no,no,no,month-to-month,No,bank transfer (automatic),62.45,2045.55,No
1307-atkgb,male,0,No,No,24,Yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,Yes,electronic check,89.55,2187.15,No
8417-fmlzi,male,0,Yes,Yes,6,Yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,Yes,credit card (automatic),83.55,477.55,Yes
3714-xpxbw,female,0,No,No,37,Yes,yes,dsl,yes,yes,yes,yes,yes,no,month-to-month,Yes,credit card (automatic),78.9,2976.95,No
1850-akqep,male,0,No,Yes,8,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,20.35,178.7,No
2824-dxnkn,female,0,Yes,Yes,72,Yes,yes,dsl,yes,no,yes,no,yes,no,two year,Yes,bank transfer (automatic),71.45,5025.85,No
5227-jscfe,male,1,Yes,No,71,No,no phone service,dsl,yes,yes,yes,yes,no,no,two year,No,credit card (automatic),46.35,3353.4,No
0848-zgqij,female,0,Yes,No,16,Yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,Yes,bank transfer (automatic),94.65,1461.15,No
3621-chyvb,female,0,Yes,No,57,No,no phone service,dsl,yes,no,yes,yes,no,yes,month-to-month,Yes,bank transfer (automatic),49.9,2782.4,No
8042-rnlko,male,0,No,No,66,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,bank transfer (automatic),25.45,1699.15,No
1792-uxafy,female,1,No,No,17,Yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,Yes,electronic check,89.15,1496.9,Yes
5372-fbkbn,female,0,No,Yes,21,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,20.75,452.2,No
0420-txvsg,male,0,Yes,No,66,Yes,yes,dsl,yes,yes,yes,no,no,no,two year,Yes,credit card (automatic),66.1,4428.45,No
6217-towgs,female,0,Yes,No,17,Yes,yes,dsl,no,yes,no,no,yes,yes,month-to-month,Yes,bank transfer (automatic),75.4,1322.55,No
0515-ypmcw,male,0,No,Yes,1,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,Yes,mailed check,70.45,70.45,Yes
0378-xszpu,male,0,Yes,No,58,Yes,no,dsl,yes,yes,yes,no,no,no,one year,No,credit card (automatic),60.3,3563.8,Yes
1045-ltcyt,female,0,Yes,Yes,8,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,credit card (automatic),21.05,139.75,No
1544-jjmyl,male,0,No,No,27,Yes,no,dsl,yes,no,yes,yes,yes,no,one year,No,credit card (automatic),69.35,1927.3,No
4636-jgaai,male,0,Yes,No,34,Yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,No,mailed check,88.85,3000.25,No
6874-sglhu,male,0,No,No,30,Yes,no,fiber optic,no,yes,no,no,yes,yes,one year,Yes,bank transfer (automatic),97,3021.3,No
5951-aofih,male,0,No,No,33,Yes,no,dsl,no,yes,yes,no,yes,no,month-to-month,Yes,credit card (automatic),66.4,2245.4,No
4729-xkasr,male,0,No,Yes,1,No,no phone service,dsl,no,no,no,no,no,no,month-to-month,No,electronic check,24.75,24.75,Yes
3059-ngmxb,male,0,Yes,Yes,14,Yes,yes,dsl,yes,yes,no,no,no,yes,month-to-month,No,mailed check,69.2,944.65,No
8652-yhiyu,female,0,No,Yes,16,Yes,yes,fiber optic,no,no,no,yes,no,no,one year,Yes,credit card (automatic),79.5,1264.2,No
5278-pnyox,female,0,No,No,49,Yes,no,fiber optic,no,no,yes,yes,yes,yes,two year,No,credit card (automatic),100.65,4917.75,No
5449-fibxj,male,0,Yes,Yes,19,Yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,No,electronic check,103.3,2012.7,Yes
3486-hoogq,female,0,Yes,Yes,70,Yes,yes,dsl,yes,yes,yes,yes,yes,no,two year,No,bank transfer (automatic),79.7,5743.3,No
5061-pbxfw,female,0,Yes,Yes,32,Yes,no,dsl,yes,yes,no,yes,no,no,month-to-month,No,bank transfer (automatic),61.4,1864.65,No
8630-fjlib,female,0,No,No,18,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,69.8,1221.65,No
3891-nlxjb,male,0,No,No,37,No,no phone service,dsl,yes,yes,no,yes,no,no,two year,Yes,mailed check,40.55,1390.85,No
4749-ojkqu,female,0,No,No,4,Yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,75.65,302.35,No
0577-whmev,female,0,Yes,No,16,Yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,No,electronic check,90.7,1374.9,No
5453-axepf,male,0,Yes,No,17,Yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,Yes,bank transfer (automatic),80.5,1336.9,No
3639-xjhkq,female,0,No,Yes,19,Yes,no,dsl,yes,yes,yes,no,no,no,month-to-month,Yes,electronic check,60.6,1297.8,No
3716-lrgxk,male,0,Yes,No,60,Yes,yes,fiber optic,no,no,yes,no,yes,yes,two year,No,credit card (automatic),101.15,6067.4,No
2263-sfsqz,male,0,Yes,Yes,51,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,Yes,mailed check,24.95,1222.25,No
9950-mtgyx,male,0,Yes,Yes,28,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,Yes,credit card (automatic),20.3,487.95,No
3397-avtku,male,0,No,No,43,Yes,no,dsl,no,yes,no,no,no,yes,two year,Yes,electronic check,60,2548.55,No
4825-furez,male,0,Yes,No,42,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,electronic check,20.25,835.5,No
9837-bmclm,male,0,No,No,3,Yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,Yes,electronic check,78.5,242.05,Yes
2672-ojqzp,female,0,No,No,1,Yes,no,dsl,no,no,no,no,no,no,month-to-month,No,mailed check,44.75,44.75,No
0137-udeuo,female,0,No,No,3,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,19.85,63.75,Yes
3134-dshvc,female,0,No,No,63,Yes,yes,fiber optic,yes,yes,yes,no,yes,no,two year,No,credit card (automatic),98,6218.45,No
6161-uuuta,male,1,No,No,3,Yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,Yes,electronic check,79.9,260.9,Yes
7821-dprqe,male,0,Yes,No,68,Yes,yes,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,Yes,electronic check,107.7,7320.9,No
6543-xrmyr,female,1,No,No,30,Yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,Yes,electronic check,99.7,2967.35,Yes
2001-ewbqu,female,0,No,No,60,Yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,No,electronic check,104.7,6333.8,No
4925-lmhok,male,0,No,No,15,Yes,yes,dsl,no,yes,no,yes,no,no,month-to-month,Yes,credit card (automatic),58.6,939.7,Yes
1608-gmewb,male,1,No,No,45,Yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,Yes,bank transfer (automatic),93.9,4200.25,No
6695-amzuf,female,0,Yes,No,70,Yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,No,credit card (automatic),86.45,5950.2,No
1455-ugqvh,male,0,Yes,No,10,Yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,Yes,electronic check,98.5,1037.75,Yes
8410-bgqxn,male,0,No,No,4,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,19.4,93.4,No
8280-mqrqn,female,0,No,No,1,Yes,no,dsl,no,no,yes,no,no,no,month-to-month,Yes,mailed check,50.45,50.45,Yes
1619-ywubb,female,0,Yes,No,68,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,Yes,credit card (automatic),24.95,1614.9,No
7611-ykytc,male,0,Yes,Yes,22,Yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,No,bank transfer (automatic),75,1573.95,No
2037-sgxhh,male,0,Yes,Yes,38,Yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,Yes,electronic check,94.65,3624.3,Yes
3178-feszo,female,0,No,No,1,Yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,Yes,credit card (automatic),100.25,100.25,Yes
0365-gxezs,male,0,Yes,No,18,Yes,no,fiber optic,no,no,yes,yes,no,no,month-to-month,No,electronic check,78.2,1468.75,No
0082-oqiqy,male,0,No,No,29,Yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,Yes,electronic check,94.2,2607.6,No
6087-mvhjh,female,0,No,No,16,Yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,Yes,electronic check,88.45,1422.1,Yes
4603-janfb,male,0,No,No,1,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,69.85,69.85,Yes
3018-tftsu,male,0,No,No,12,Yes,no,fiber optic,yes,no,yes,no,no,no,month-to-month,No,bank transfer (automatic),81.7,858.6,Yes
3606-sbkry,male,0,No,No,31,No,no phone service,dsl,no,no,yes,no,yes,yes,one year,Yes,electronic check,50.05,1523.4,No
4806-kexqr,male,0,No,No,4,Yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,Yes,electronic check,79.9,324.3,Yes
0667-nsrgi,female,0,Yes,No,48,Yes,yes,dsl,no,no,yes,yes,no,yes,one year,Yes,mailed check,69.55,3435.6,No
7083-ynsky,female,0,No,No,15,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,Yes,credit card (automatic),25.4,399.6,Yes
6893-odyye,male,0,No,No,50,Yes,no,fiber optic,yes,yes,yes,yes,no,no,one year,Yes,credit card (automatic),90.1,4549.45,No
8242-jsvbo,male,0,No,No,7,Yes,no,dsl,no,no,no,no,no,no,month-to-month,Yes,bank transfer (automatic),44.65,322.5,No
2479-bramr,male,1,Yes,No,41,Yes,yes,fiber optic,yes,no,yes,no,no,no,month-to-month,Yes,bank transfer (automatic),83.75,3273.55,Yes
9541-zpsea,male,0,Yes,Yes,68,Yes,no,fiber optic,yes,no,yes,no,no,no,two year,No,credit card (automatic),80.35,5375.15,No
2665-nptgl,female,1,Yes,No,26,Yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,Yes,bank transfer (automatic),98.1,2510.7,No
1139-wuoah,male,0,No,No,57,No,no phone service,dsl,no,no,yes,yes,yes,yes,two year,No,credit card (automatic),53.35,3090.05,No
4693-vwvbo,female,0,No,No,3,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,electronic check,19.55,61.05,No
7434-shxls,female,0,No,No,1,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,20.9,20.9,Yes
6937-gcdgq,male,0,Yes,Yes,19,Yes,no,dsl,yes,no,no,no,no,no,one year,Yes,bank transfer (automatic),48.95,955.6,No
0988-jrwwp,female,0,No,No,3,Yes,no,dsl,no,no,no,no,yes,no,month-to-month,Yes,electronic check,54.2,140.4,No
5075-jsdki,female,0,No,No,59,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,electronic check,24.45,1493.1,No
7908-qcbca,female,0,Yes,No,1,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,Yes,mailed check,69.4,69.4,Yes
8644-xytsv,male,0,Yes,No,42,No,no phone service,dsl,yes,no,no,no,yes,no,month-to-month,Yes,bank transfer (automatic),40.15,1626.05,No
6711-fldfb,female,0,No,No,7,Yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,74.9,541.15,Yes
3873-wosbc,male,0,Yes,No,67,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,credit card (automatic),25.6,1784.9,No
7465-zzrvx,male,0,No,No,1,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,70.35,70.35,No
7975-jmznt,male,0,Yes,No,66,Yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,No,bank transfer (automatic),91.7,6075.9,No
7251-xfoil,female,0,No,No,61,Yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,No,mailed check,89.2,5500.6,No
4116-iqrfr,male,0,Yes,Yes,4,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,credit card (automatic),24.1,73.1,No
3714-jtvov,female,1,Yes,No,42,Yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,Yes,credit card (automatic),74.15,3229.4,Yes
8259-dzliz,female,0,Yes,Yes,64,Yes,yes,dsl,no,yes,no,no,no,no,one year,Yes,bank transfer (automatic),53.85,3399.85,No
0442-zxkvs,female,1,Yes,No,54,Yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,Yes,bank transfer (automatic),115.6,6431.05,No
7853-wnzsy,male,0,No,No,1,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,Yes,credit card (automatic),19.75,19.75,No
3120-fazkd,male,0,Yes,Yes,54,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,Yes,bank transfer (automatic),24.05,1230.9,No
8606-oegqz,female,0,No,Yes,18,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,credit card (automatic),25.3,454.65,No
0225-zorzp,male,0,No,No,3,Yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,No,electronic check,84.3,235.05,No
4702-ioqdc,female,0,No,No,1,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,70.1,70.1,Yes
9489-jmttn,female,0,Yes,Yes,72,Yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,No,credit card (automatic),89.75,6595.9,No
0575-cuqov,male,1,Yes,No,60,Yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,Yes,electronic check,97.95,5867,No
0967-bmlbd,female,0,Yes,Yes,11,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,Yes,mailed check,20,196.35,No
6178-kfnhs,female,0,No,Yes,12,Yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,Yes,electronic check,78.3,909.25,Yes
2830-lewoa,male,0,Yes,Yes,61,Yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,No,credit card (automatic),103.9,6449.15,No
5006-mxvrn,female,0,No,No,39,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,credit card (automatic),20.7,762.45,No
1264-bywms,male,0,No,No,55,Yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,Yes,electronic check,96.8,5283.95,Yes
9658-wyufb,female,0,No,No,17,Yes,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,Yes,electronic check,94.4,1617.5,Yes
8327-wkmie,male,0,No,No,37,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,credit card (automatic),20.15,785.75,No
6917-fijhc,female,0,Yes,No,72,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,Yes,mailed check,26,1776,No
5329-krdtm,male,1,Yes,No,72,Yes,yes,dsl,no,yes,yes,yes,yes,no,two year,No,credit card (automatic),77.35,5396.25,No
7797-ejmdp,female,0,No,No,8,Yes,no,dsl,yes,no,no,yes,no,yes,month-to-month,No,bank transfer (automatic),66.05,574.5,No
3530-vwvgu,female,0,Yes,Yes,22,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,19.9,400.3,No
2013-sgdxk,female,0,No,No,1,Yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,No,electronic check,84.3,84.3,Yes
6368-nwmce,female,0,No,No,38,Yes,yes,dsl,no,yes,no,yes,no,yes,month-to-month,No,credit card (automatic),68.15,2656.3,No
3633-cdbuw,male,0,No,Yes,17,Yes,no,dsl,no,yes,yes,yes,yes,yes,one year,No,electronic check,80.85,1445.95,No
0707-hovvn,female,1,No,No,70,Yes,yes,dsl,no,yes,yes,yes,yes,no,two year,Yes,bank transfer (automatic),75.5,5212.65,No
8580-qvloc,female,1,Yes,Yes,72,Yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,No,credit card (automatic),92.45,6440.25,Yes
3956-mgxog,female,0,No,No,28,Yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,Yes,electronic check,80.6,2244.95,No
9274-uarkj,female,0,No,No,15,Yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,Yes,bank transfer (automatic),83.2,1130,No
4077-hwuyd,male,0,Yes,Yes,72,Yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,Yes,bank transfer (automatic),87.55,6463.15,No
2012-nwrpa,female,1,Yes,No,11,Yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,Yes,electronic check,99.55,1131.2,Yes
8808-eleho,male,1,No,No,8,Yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,Yes,electronic check,81.25,585.95,Yes
0103-csitq,female,0,Yes,No,57,Yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,Yes,bank transfer (automatic),109.4,6252.7,No
3506-lcjdc,male,0,Yes,Yes,1,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,bank transfer (automatic),19.95,19.95,Yes
8671-kkkos,female,0,Yes,No,46,No,no phone service,dsl,yes,yes,no,no,yes,no,month-to-month,No,electronic check,45.55,2062.15,No
7305-zwmaj,male,0,Yes,No,30,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,credit card (automatic),20.7,587.1,No
9518-xxbxe,male,1,Yes,No,10,Yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,No,electronic check,75.3,720.45,No
3934-hxcfz,male,0,Yes,No,23,Yes,yes,fiber optic,yes,yes,yes,no,yes,no,month-to-month,Yes,electronic check,99.25,2186.4,Yes
6578-krmaw,male,0,No,No,32,Yes,no,fiber optic,yes,yes,yes,no,no,yes,month-to-month,Yes,credit card (automatic),93.4,2979.3,No
4860-ijude,male,0,No,No,13,Yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,Yes,credit card (automatic),73.75,956.65,No
7666-wkron,female,0,No,No,39,Yes,no,fiber optic,no,no,yes,yes,no,no,two year,Yes,electronic check,80.45,3201.55,Yes
9688-ygxvr,female,0,No,No,44,Yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,Yes,credit card (automatic),88.15,3973.2,No
0423-udijq,male,1,No,No,9,Yes,no,dsl,no,no,no,yes,no,no,month-to-month,No,mailed check,49.2,447.9,No
1945-xisks,female,0,Yes,No,67,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,19.65,1335.2,No
4910-aqffx,male,0,Yes,Yes,9,Yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,Yes,bank transfer (automatic),79.35,661.25,Yes
2154-kvjff,female,0,No,No,15,Yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,Yes,electronic check,79.75,1111.85,Yes
5360-ljcnj,female,0,Yes,No,71,Yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,Yes,bank transfer (automatic),105.15,7555,No
2607-fbdff,male,0,No,No,1,Yes,no,dsl,no,no,no,yes,no,no,month-to-month,No,credit card (automatic),49,49,No
9647-ergbe,female,0,Yes,Yes,30,Yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,Yes,electronic check,100.05,3046.15,Yes
3428-xzmaz,male,0,No,No,1,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,69.35,69.35,Yes
